id	conf	title	author	year	abstract	conf_short	theme
847	SIGMOD Record	Database Research at the IBM Almaden Research Center.	Laura M. Haas,Patricia G. Selinger	1991	Database Research at the IBM Almaden Research Center.	SIGMOD Record	database
848	SIGMOD Record	An Anatomy of the Information Resource Semantic Abstraction.	Leonid A. Kalinichenko	1991	Semantic abstraction mapping establishing a correspondence between an information resource and an application is considered to be a basic notion providing for the study of semantic interoperability of heterogeneous information resources. The structure and necessary properties of a resource class application abstraction are considered. Intensional model-based properties of the abstraction mapping are introduced as provable conditions of a class assertion abstraction and an operation concretization	SIGMOD Record	database
849	SIGMOD Record	Continuous Media Data Manegement.	Kyoji Kawagoe	1991	Continuous Media Data Manegement.	SIGMOD Record	database
850	SIGMOD Record	The Breakdown of the Information Model in Multi-Database Systems.	William Kent	1991	The Breakdown of the Information Model in Multi-Database Systems.	SIGMOD Record	database
851	SIGMOD Record	First Order Normal Form for Relational Databases and Multidatabases.	Witold Litwin,Mohammad A. Ketabchi,Ravi Krishnamurthy	1991	First Order Normal Form for Relational Databases and Multidatabases.	SIGMOD Record	database
852	SIGMOD Record	Research Directions in Knowledge Discovery.	Ravi Krishnamurthy,Tomasz Imielinski	1991	Research Directions in Knowledge Discovery.	SIGMOD Record	database
853	SIGMOD Record	Bibliography on Temporal Databases.	Michael D. Soo	1991	Bibliography on Temporal Databases.	SIGMOD Record	database
854	SIGMOD Record	The Third-Generation/OODBMS Manifesto, Commercial version.	Frank Manola	1991	The Third-Generation/OODBMS Manifesto, Commercial version.	SIGMOD Record	database
855	SIGMOD Record	Database Research at HP Labs.	Marie-Anne Neimat,Ming-Chien Shan	1991	Database Research at HP Labs.	SIGMOD Record	database
856	SIGMOD Record	A Functional Model for Macro-Databases.	Maurizio Rafanelli,Fabrizio L. Ricci	1991	Recently there have been numerous proposals aimed at correcting the deficiency in existing database models to manipulate macro data (such as summary tables). The authors propose a new functional model, Mefisto, based on the definition of a new data structure, the &ldquo;statistical entity&rdquo;, and on a set of operations capable of manipulating this data structure by operating at metadata level.	SIGMOD Record	database
857	SIGMOD Record	Research Areas Related to Practical Problems in Automated Database Design.	David S. Reiner	1991	Research Areas Related to Practical Problems in Automated Database Design.	SIGMOD Record	database
858	SIGMOD Record	research at Altaïr.	Philippe Richard	1991	research at Altaïr.	SIGMOD Record	database
859	SIGMOD Record	Some Further Analysis of the Essential Blocking Recurrence.	John T. Robinson	1991	In previous work,1 a random graph model of concurrency control was developed, in which there are n concurrent transactions (represented as vertices of a graph), and where for each pair of transactions (vertices), a conflict (edge between the vertices) initially occurs independently with probability p. Given such a graph, a scheduling function selects a subset of transactions to complete based on the conflicts and possibly on an ordering of the transactions. At the end of each unit of time, the transactions selected by the scheduling function to complete are removed from the graph, and are replaced by new transactions from a transaction sequence. For each pair of transactions in the new graph, if the transactions were both in the previous graph then a conflict occurs between them if and only if there was a conflict in the previous graph; otherwise one or both of the transactions are new and a conflict occurs independently with probability p.	SIGMOD Record	database
860	SIGMOD Record	Modern Client-Server DBMS Architectures.	Nick Roussopoulos,Alex Delis	1991	In this paper, we describe three Client-Server DBMS architectures. We discuss their functional components and provide an overview of their performance characteristics.	SIGMOD Record	database
861	SIGMOD Record	Suitability of Data Models as Canonical Models for Federated Databases.	Fèlix Saltor,Malú Castellanos,Manuel García-Solaco	1991	Suitability of Data Models as Canonical Models for Federated Databases.	SIGMOD Record	database
862	SIGMOD Record	Spatial Database Access Methods.	Betty Salzberg,David B. Lomet	1991	In the discussion of research issues in spatial databases (SIGMOD Record vol. 19, no. 4, Dec 1990) we stated the need for a robust framework for analytical comparison of a broad range of spatial access methods. The utility of such a comparison, even of very closely related access methods, was shown in [FALO87]. A necessary precondition for a meaningful analytical comparison is the existence of strong analytical results for individual access methods. In the following paper, Salzberg and Lomet take the worst case analytical results on fan-out and average storage utilization they obtained for their hB-tree [LOME89,LOME90] and extend the analysis to another robust method, Z-order encoding [OREN84]. We think this paper is a start on the comparative assessment of access methods based on analytical results. We hope to see future work extend the framework beyond worst case analysis, and to other access methods as well.	SIGMOD Record	database
863	SIGMOD Record	Conflicts and Correspondence Assertions in Interoperable Databases.	Stefano Spaccapietra,Christine Parent	1991	Conflicts and Correspondence Assertions in Interoperable Databases.	SIGMOD Record	database
864	SIGMOD Record	Semantic Issues in Multidatabase Systems - Preface by the Special Issue Editor.	Amit P. Sheth	1991	Semantic Issues in Multidatabase Systems - Preface by the Special Issue Editor.	SIGMOD Record	database
865	SIGMOD Record	Context Interchange: Sharing the Meaning of Data.	Michael Siegel,Stuart E. Madnick	1991	Context Interchange: Sharing the Meaning of Data.	SIGMOD Record	database
866	SIGMOD Record	An Outline of MQL.	Victor J. Streeter	1991	An Outline of MQL.	SIGMOD Record	database
867	SIGMOD Record	A Note on the Strategy Space of Multiway Join Query Optimization Problem in Parallel Systems.	Kian-Lee Tan,Hongjun Lu	1991	In this short note, we estimate the search space of optimizing multiway join queries in multiprocessor computer systems, i.e. the number of possible query execution plans that need to be considered.	SIGMOD Record	database
868	SIGMOD Record	A Modular and Open Object-Oriented Database System.	Satish M. Thatte	1991	On 30 August 1990, Texas Instruments Incorporated, Dallas, TX was awarded a three year contract (Contract No. DAAB07-90-C-B920) to develop a modular and open object-oriented database system. The contract is funded by DARPA/ISTO and is being managed by the U.S. Army, CECOM, Fort Monmouth, N.J. The contract is being executed at TI's Information Technologies Laboratory, Computer Science Center, Dallas, Texas. So far, we have received an outstanding response from interested parties (database research community, OODB application developers, OODB builders) to our contract award announcement. This communication is a collection of most commonly asked questions and answers to them.	SIGMOD Record	database
869	SIGMOD Record	Practitioner Problems in Need of Database Research.	Gomer Thomas	1991	The bottlenecks between research and product development are well known. It typically takes a very long time for ideas coming out of research labs to make their way into products, and developers often face practical problems which do not seem to be addressed by currently available research results. The term &ldquo;technology transfer&rdquo; is often used to describe the process of overcoming these bottlenecks.	SIGMOD Record	database
870	SIGMOD Record	Centralized Concurrency Control Methods for High-End TP.	Alexander Thomasian	1991	Centralized Concurrency Control Methods for High-End TP.	SIGMOD Record	database
871	SIGMOD Record	Some Recent Developments in Deductive Databases.	Shalom Tsur	1991	Some Recent Developments in Deductive Databases.	SIGMOD Record	database
872	SIGMOD Record	Resolving Semantic Heterogeneity Through the Explicit Representation of Data Model Semantics.	Susan Darling Urban,Jian Wu	1991	Resolving Semantic Heterogeneity Through the Explicit Representation of Data Model Semantics.	SIGMOD Record	database
873	SIGMOD Record	Semantic Heterogeneity as a Result of Domain Evolution.	Vincent Ventrone,Sandra Heiler	1991	Semantic Heterogeneity as a Result of Domain Evolution.	SIGMOD Record	database
874	SIGMOD Record	Bibliography on Object-Oriented Database Management.	Gottfried Vossen	1991	Bibliography on Object-Oriented Database Management.	SIGMOD Record	database
875	SIGMOD Record	Data/Knowledge Packets as a Means of Supporting Semantic Heterogeneity in Multidatabase Systems.	Doyle Weishar,Larry Kerschberg	1991	Semantic heterogeneiry in heterogeneous autonomous databases poses problems in instance matches, units conversion (value interpretation), contextual and structural mismatches, etc. In this work we examine some of the research issues in semantic heterogeniety and propose a novel architecture for resolving such problems. The approach involves the use of Artifical Intelligence tools and techniques to construct &ldquo;domain models,&rdquo; that is data and knowledge representations of the constituent databases and an overall domain model of the semantic interactions among the databases. These domain models are represented as knowledge sources (KSs) in a blackboard architecture. This architecture lends itself to an opportunistic approach to query processing and goal-directed problem solving. We introduce the notion of Data/Knowledge Packets as a means of supporting both operational and structural semantic heterogeneity.	SIGMOD Record	database
876	SIGMOD Record	Funding for Small US Businesses and from DARPA and NASA.	Marianne Winslett	1991	This column is the first of a regular series describing database funding programs in the United States and abroad. I plan to include profiles of major funding agencies and programs, major efforts underway, new calls for proposals, and the outcomes of funding initiatives. I welcome submissions of relevant material; they can be sent to winslett@cs.uiuc.edu. In this issue, I describe funding in the database area for innovative research in small US businesses, and new requests for proposals from DARPA and from NASA.	SIGMOD Record	database
877	SIGMOD Record	User Surveys on Database Research Needs in Finland.	Antoni Wolski	1991	User Surveys on Database Research Needs in Finland.	SIGMOD Record	database
878	SIGMOD Record	Semantic Heterogeneity in Distributed Geographic Databases.	Michael F. Worboys,S. Misbah Deen	1991	This paper considers the special problems of semantic heterogeneity in a distributed system of databases containing spatially referenced information. Two forms of semantic heterogeneity are defined. Generic semantic heterogeneity arises when nodes are using different generic conceptual models of the spatial information. Contextual semantic heterogeneity is caused by the particular local environmental conditions at nodes. It is contextual heterogeneity which is especially the consideration with geographic databases and to which the paper devotes most attention. Two possible solutions are proposed, one founded on transforming processors between models and a second using a canonical model which is a generalization of existing generic spatial models.	SIGMOD Record	database
879	SIGMOD Record	Determining Relationships among Names in Heterogeneous Databases.	Clement T. Yu,Biao Jia,Wei Sun,Son Dao	1991	Determining Relationships among Names in Heterogeneous Databases.	SIGMOD Record	database
880	SIGMOD Record	A More General Model For Handlinh Missing Information In Relational DataBases Using A 3-Valued Logic.	Kwok-bun Yue	1991	Codd proposed the use of two interpretations of nulls to handle missing information in relational databases that may lead to a 4-valued logic [Codd86, Codd87]. In a more general model, three interpretations of nulls are necessary [Roth, Zani]. Without simplification, this may lead to a 7-valued logic, which is too complicated to be adopted in relational databases. For such a model, there is no satisfactory simplification to a 4-valued logic. However, by making a straightforward simplification and using some proposed logical functions, a 3-valued logic can handle all three interpretations.	SIGMOD Record	database
881	Artificial Intelligence in Medicine	Support of multilingual medical research.	R. F. Walters,C. Zhang	1991	Support of multilingual medical research.	Artificial Inte	medical
882	Artificial Intelligence in Medicine	Utilizing detailed anatomical knowledge for hypothesis formation and hypothesis testing in rheumatological decision support.	Werner Horn	1991	Utilizing detailed anatomical knowledge for hypothesis formation and hypothesis testing in rheumatological decision support.	Artificial Inte	medical
883	Artificial Intelligence in Medicine	Temporal query processing with indefinite information.	Peter van Beek	1991	Temporal query processing with indefinite information.	Artificial Inte	medical
884	Artificial Intelligence in Medicine	Solving quality assurance problems with object scripting languages.	Jules J. Berman	1991	Solving quality assurance problems with object scripting languages.	Artificial Inte	medical
885	Artificial Intelligence in Medicine	PROLOG. Grundlagen und anwendungen, zweite überarbeitete und erweiterte auflage: H. Kleine Büning and S. Schmitgen, (B.G. Teubner, Stuttgart, 1988) 311 pp., softcover, DM 38.00.	Christian E. Dralle	1991	PROLOG. Grundlagen und anwendungen, zweite überarbeitete und erweiterte auflage: H. Kleine Büning and S. Schmitgen, (B.G. Teubner, Stuttgart, 1988) 311 pp., softcover, DM 38.00.	Artificial Inte	medical
886	Artificial Intelligence in Medicine	Heterogeneous knowledge representation using a finite automaton and first order logic: a case study in electromyography.	Vincent Rialle,Annick Vila,Yves Besnard	1991	Heterogeneous knowledge representation using a finite automaton and first order logic: a case study in electromyography.	Artificial Inte	medical
887	Artificial Intelligence in Medicine	An expert system for the interpretation of full blood counts and blood smears in a hematology laboratory.	C. Janse Tolmie,Johan P. Du Plessis,P. N. Badenhorst	1991	An expert system for the interpretation of full blood counts and blood smears in a hematology laboratory.	Artificial Inte	medical
888	Artificial Intelligence in Medicine	Automatically analyzing a steadily beating ventricle's iterative behavior over time.	Alexander S. Yeh	1991	Automatically analyzing a steadily beating ventricle's iterative behavior over time.	Artificial Inte	medical
889	Artificial Intelligence in Medicine	Classification of electrocardiographic signals: a fuzzy pattern matching approach.	Witold Pedrycz,Giovanni Bortolan,Rosanna Degani	1991	Classification of electrocardiographic signals: a fuzzy pattern matching approach.	Artificial Inte	medical
890	Artificial Intelligence in Medicine	Programmieren in prolog: W.F. Clocksin and C.S. Mellish, (Springer-Verlag, Berlin, 1990) XIV + 331 pp., 43 figures, softcover, DM 48.00.	Christian E. Dralle	1991	Programmieren in prolog: W.F. Clocksin and C.S. Mellish, (Springer-Verlag, Berlin, 1990) XIV + 331 pp., 43 figures, softcover, DM 48.00.	Artificial Inte	medical
891	Artificial Intelligence in Medicine	An introduction to programming in prolog: Patrick Saint-Dizier, (Springer-Verlag, New York, 1990) XI + 184 pp., 44 figures, softcover, DM 48.00.	Christian E. Dralle	1991	An introduction to programming in prolog: Patrick Saint-Dizier, (Springer-Verlag, New York, 1990) XI + 184 pp., 44 figures, softcover, DM 48.00.	Artificial Inte	medical
892	Artificial Intelligence in Medicine	Flexible reasoning about patient management using multiple models.	William J. Long	1991	Flexible reasoning about patient management using multiple models.	Artificial Inte	medical
893	Artificial Intelligence in Medicine	Medical temporal reasoning.	Elpida T. Keravnou	1991	Medical temporal reasoning.	Artificial Inte	medical
894	Artificial Intelligence in Medicine	Diagnosis: Philosophical and medical perspectives : Nathaniel Laor and Joseph Agassi, (Kluwer, Dordrecht, 1990) XVIII + 262 pp., hardcover, US $ 68.00.	Luc P. Lindström	1991	Diagnosis: Philosophical and medical perspectives : Nathaniel Laor and Joseph Agassi, (Kluwer, Dordrecht, 1990) XVIII + 262 pp., hardcover, US $ 68.00.	Artificial Inte	medical
895	Artificial Intelligence in Medicine	A model of differential diagnosis in histopathology using the theory of hypergraphs and social choice.	Heather Heathfield,Deb Bose,Nigel Kirkham	1991	A model of differential diagnosis in histopathology using the theory of hypergraphs and social choice.	Artificial Inte	medical
896	Artificial Intelligence in Medicine	Transpro: natural language to Prolog translation of genealogy statements in USDVA file manager.	Wolfgang Giere,Ichiro Wakai	1991	Transpro: natural language to Prolog translation of genealogy statements in USDVA file manager.	Artificial Inte	medical
897	Artificial Intelligence in Medicine	The visual display of temporal information.	Steve B. Cousins,Michael G. Kahn	1991	The visual display of temporal information.	Artificial Inte	medical
898	Artificial Intelligence in Medicine	Medical expert system user interface.	G. William Moore	1991	Medical expert system user interface.	Artificial Inte	medical
899	Artificial Intelligence in Medicine	Precedence logic in the development of a blood bank expert system.	James M. Sorace	1991	Precedence logic in the development of a blood bank expert system.	Artificial Inte	medical
900	Artificial Intelligence in Medicine	The DeSyGNER knowledge management architecture: a building block approach based on an extensible kernel.	Robert A. Greenes,Stephan R. A. Deibel	1991	The DeSyGNER knowledge management architecture: a building block approach based on an extensible kernel.	Artificial Inte	medical
901	Artificial Intelligence in Medicine	The role of essential explanation in abduction.	Olivier Fischer,Ashok K. Goel,John R. Svirbely,Jack W. Smith	1991	The role of essential explanation in abduction.	Artificial Inte	medical
902	Artificial Intelligence in Medicine	The computer and the brain: Perspectives on human and artificial intelligence : Jean R. Brink, C. Roland Haden, eds., Chritopher Burawa, assistant ed., (North-Holland, Amsterdam, 1989) XVI + 263 pp., 38 figures, hardcover, US $ 58.00.	Luc P. Lindström	1991	The computer and the brain: Perspectives on human and artificial intelligence : Jean R. Brink, C. Roland Haden, eds., Chritopher Burawa, assistant ed., (North-Holland, Amsterdam, 1989) XVI + 263 pp., 38 figures, hardcover, US $ 58.00.	Artificial Inte	medical
903	Artificial Intelligence in Medicine	DIAGAID: a connectionist approach to determine the diagnostic value of clinical data.	Jari Forsström,Patrik Eklund,Harry Virtanen,Joakim Waxlax,Juhani Lähdevirta	1991	DIAGAID: a connectionist approach to determine the diagnostic value of clinical data.	Artificial Inte	medical
904	Artificial Intelligence in Medicine	A history of medical informatics: Bruce I. Blum and Karen Duncan, eds., (Addison-Wesley, Reading, MA, 1990) 455 pp., US $ 49.50.	Lawrence E. Widman	1991	A history of medical informatics: Bruce I. Blum and Karen Duncan, eds., (Addison-Wesley, Reading, MA, 1990) 455 pp., US $ 49.50.	Artificial Inte	medical
905	Artificial Intelligence in Medicine	Temporal logics and their applications: Antony Galton (ed.), (Academic Press, Harcourt Brace Jovanovich Publishers, London, 1987) XII + 244 pp., hardcover, £ 24.00.	Dagmar Gröppel	1991	Temporal logics and their applications: Antony Galton (ed.), (Academic Press, Harcourt Brace Jovanovich Publishers, London, 1987) XII + 244 pp., hardcover, £ 24.00.	Artificial Inte	medical
906	Artificial Intelligence in Medicine	Editorial.	Pietro Torasso	1991	Editorial.	Artificial Inte	medical
907	Artificial Intelligence in Medicine	A scheme of inference of regular grammars for the syntactic pattern recognition of saccadic eye movements.	Martti Juhola,Tapio Grönfors	1991	A scheme of inference of regular grammars for the syntactic pattern recognition of saccadic eye movements.	Artificial Inte	medical
908	Artificial Intelligence in Medicine	AIME 89: Jim Hunter, John Cookson, and Jeremy Wyatt (eds.), (Springer-Verlag, Berlin, 1989) X + 330 pp., softcover, DM 81.00.	Dagmar Gröppel	1991	AIME 89: Jim Hunter, John Cookson, and Jeremy Wyatt (eds.), (Springer-Verlag, Berlin, 1989) X + 330 pp., softcover, DM 81.00.	Artificial Inte	medical
909	Artificial Intelligence in Medicine	Using quantitative and qualitative constraints in models of cardiac electrophysiology.	Jim Hunter,Ian Kirby,Nick Gotts	1991	Using quantitative and qualitative constraints in models of cardiac electrophysiology.	Artificial Inte	medical
910	Artificial Intelligence in Medicine	Logische grundlagen der künstlichen intelligenz: Michael R. Genesereth and Nils J. Nilsson, (Vieweg & Sohn, Braunschweig, 1989) XXIV + 576 pp., softcover, DM 78.00.	Christian E. Dralle	1991	Logische grundlagen der künstlichen intelligenz: Michael R. Genesereth and Nils J. Nilsson, (Vieweg & Sohn, Braunschweig, 1989) XXIV + 576 pp., softcover, DM 78.00.	Artificial Inte	medical
911	Artificial Intelligence in Medicine	Wörterbuch der medizinischen informatik: Hans Jürgen Seelos (ed.), (Walter de Gruyter, Berlin, 1990) XXII + 550 pp., 34 figures, hardcover, DM 148.00.	Uwe C. Limbach	1991	Wörterbuch der medizinischen informatik: Hans Jürgen Seelos (ed.), (Walter de Gruyter, Berlin, 1990) XXII + 550 pp., 34 figures, hardcover, DM 148.00.	Artificial Inte	medical
912	Artificial Intelligence in Medicine	On the co-operation between abductive and temporal reasoning in medical diagnosis.	Luca Console,Pietro Torasso	1991	On the co-operation between abductive and temporal reasoning in medical diagnosis.	Artificial Inte	medical
913	Artificial Intelligence in Medicine	Methodological principles in medical knowledge programming: part I.	Peter Hucklenbroich	1991	Methodological principles in medical knowledge programming: part I.	Artificial Inte	medical
914	Artificial Intelligence in Medicine	Abductive localization of brain damage: incorporating spatial adjacency relations.	Stanley Tuhrim,Deborah R. Horowitz,James A. Reggia,Sharon Goodall	1991	Abductive localization of brain damage: incorporating spatial adjacency relations.	Artificial Inte	medical
915	Artificial Intelligence in Medicine	Teaching medicine using hypertexts: three years of experience at the Ancona Medical School.	Angelo Corvetta,Giovanni Pomponio,Aldo Salvi,Michele M. Luchetti	1991	Teaching medicine using hypertexts: three years of experience at the Ancona Medical School.	Artificial Inte	medical
916	Artificial Intelligence in Medicine	PROLOG. Fortgeschrittene programmiertechniken: Leon Sterling and Ehud Shapiro, (Addison-Wesley Publishing Company, Bonn, 1988) XXVII + 468 pp., 70 figures, hardcover, DM 78.00.	Christian E. Dralle	1991	PROLOG. Fortgeschrittene programmiertechniken: Leon Sterling and Ehud Shapiro, (Addison-Wesley Publishing Company, Bonn, 1988) XXVII + 468 pp., 70 figures, hardcover, DM 78.00.	Artificial Inte	medical
917	Artificial Intelligence in Medicine	Foundations of neural networks : Tarun Khanna, (Addison-Wesley, Reading, MA, 1990) XII + 196 pp., numerous figures, softcover, price not listed.	Luc P. Lindström	1991	Foundations of neural networks : Tarun Khanna, (Addison-Wesley, Reading, MA, 1990) XII + 196 pp., numerous figures, softcover, price not listed.	Artificial Inte	medical
918	Artificial Intelligence in Medicine	A Bayesian expert system for the analysis of an adverse drug reaction.	Robert G. Cowell,A. Philip Dawid,T. Hutchinson,David J. Spiegelhalter	1991	A Bayesian expert system for the analysis of an adverse drug reaction.	Artificial Inte	medical
919	FOCS	Polynomial Algorithms for LP over a Subring of the Algebraic Integers with Applications to LP with Circulant Matrices	Ilan Adler,Peter A. Beling	1991	It is shown that a modified variant of the interior point method can solve linear programs (LPs) whose coefficients are real numbers from a subring of the algebraic integers. By defining the encoding size of such numbers to be the bit size of the integers that represent them in the subring, it is proved that the modified algorithm runs in time polynomial in the encoding size of the input coefficients, the dimension of the problem, and the order of the subring. The Tardos scheme is then extended to this case, yielding a running time that is independent of the objective and right-hand side data. As a consequence of these results, it is shown that LPs with real circulant coefficient matrices can be solved in strongly polynomial time. It is also shown how the algorithm can be applied to LPs whose coefficients belong to the extension of the integers by a fixed set of square roots.	FOCS	theory
920	FOCS	A parallel algorithmic version of the Local Lemma	Noga Alon	1991	The Lovasz local lemma (1975) is a tool that enables one to show that certain events hold with positive, though very small probability. It often yields existence proofs of results without supplying any efficient way of solving the corresponding algorithmic problems. J. Beck has recently found a method for converting some of these existence proofs into efficient algorithmic procedures, at the cost of losing a little in the estimates, but his method does not seem to be parallelizable. His technique is modified to achieve an algorithmic version that can be parallelized, thus providing deterministic NC/sup 1/ algorithms for various interesting algorithmic search problems.	FOCS	theory
921	FOCS	On the Exponent of the All Pairs Shortest Path Problem	Noga Alon,Zvi Galil,Oded Margalit	1991	On the Exponent of the All Pairs Shortest Path Problem	FOCS	theory
922	FOCS	Exact Learning of Read-Twice DNF Formulas (Extended Abstract)	Howard Aizenstein,Leonard Pitt	1991	A polynomial-time algorithm is presented for exactly learning the class of read-twice DNF formulas, i.e. Boolean formulas in disjunctive normal form where each variable appears at most twice. The (standard) protocol used allows the learning algorithm to query whether a given assignment of Boolean variables satisfies the DNF formula to be learned (membership queries), as well as to obtain counterexamples to the correctness of its current hypothesis which can be any arbitrary DNF formula (equivalence queries). The formula output by the learning algorithm is logically equivalent to the formula to be learned.	FOCS	theory
923	FOCS	Adaptive Dictionary Matching	Amihood Amir,Martin Farach	1991	Semiadaptive and fully adaptive dictionary matching algorithms are presented. In the fully adaptive algorithm, the dictionary is processed in time O( mod D mod log mod D mod ). Inserting a new pattern P/sub k+1/ into the dictionary can be done in time O mod P/sub K+1/ mod log mod D mod ). A dictionary pattern can be deleted in time O(log mod D mod ). Text scanning is accomplished in time O( mod T mod log mod D mod ). Also presented is a parallel version of the algorithm with optimal speedup for the dictionary construction and pattern addition phase and a logarithmic overhead in the text scan phase. The method used incorporates a new way of using suffix trees as well as a new data structure in which the suffix tree is embedded for the sequential algorithm.	FOCS	theory
924	FOCS	Faster Uniquely Represented Dictionaries	Arne Andersson,Thomas Ottmann	1991	The authors present a solution to the dictionary problem where each subset of size n of an ordered universe is represented by a unique structure, containing a (unique) binary search tree. The structure permits the execution of search, insert, and delete operations in O(n/sup 1/3/) time in the worst case. They also give a general lower bound, stating that for any unique representation of a set in a graph of, bounded outdegree, one of the operations search or update must require a cost of Omega (n/sup 1/3/) Therefore, the result sheds new light on previously claimed lower bounds for unique binary search tree representations.	FOCS	theory
925	FOCS	Asymptotically Optimal PRAM Emulation on Faulty Hypercubes (Extended Abstract)	Yonatan Aumann,Michael Ben-Or	1991	A scheme for emulating the parallel random access machine (PRAM) on a faulty hypercube is presented. All components of the hypercube, including the memory modules, are assumed to be subject to failure. The faults may occur at any time during the emulation and the system readjusts dynamically. The scheme, which rests on L.G. Valiant's BSP model (1990), is the first to achieve optimal and work-preserving PRAM emulation on a dynamically faulty network.	FOCS	theory
926	FOCS	Self-Stabilization By Local Checking and Correction (Extended Abstract)	Baruch Awerbuch,Boaz Patt-Shamir,George Varghese	1991	The first self-stabilizing end-to-end communication protocol and the most efficient known self-stabilizing network reset protocol are introduced. A simple method of local checking and correction, by which distributed protocols can be made self-stabilizing without the use of unbounded counters, is used. The self-stabilization model distinguishes between catastrophic faults that abstract arbitrary corruption of global state, and other restricted kinds of anticipated faults. It is assumed that after the execution starts there are no further catastrophic faults, but the anticipated faults may continue to occur.	FOCS	theory
927	FOCS	The Maintenance of Common Data in a Distributed System	Baruch Awerbuch,Leonard J. Schulman	1991	A basic task in distributed computation is the maintenance at each processor of the network, of a current and accurate copy of a common database. Such a database must be updated in the wake of locally generated changes to its contents. Due to previous disconnections of parts of the network, a maintenance protocol may need to update processors holding widely varying versions of the database. A deterministic protocol, which has only polylogarithmic overhead in its time and communication complexities, is provided for this problem. Previous deterministic solutions required polynomial overhead in at least one of these measures.	FOCS	theory
928	FOCS	Distributed Program Checking: a Paradigm for Building Self-stabilizing Distributed Protocols (Extended Abstract)	Baruch Awerbuch,George Varghese	1991	The notion of distributed program checking as a means of making a distributed algorithm self-stabilizing is explored. A compiler that converts a deterministic synchronous protocol pi for static networks into a self-stabilizing version of pi for dynamic networks is described. If T/sub pi / is the time complexity of pi and D is a bound on the diameter of the final network, the compiled version of pi stabilizes in time O(D+T/sub pi /) and has the same space complexity as pi . The general method achieves efficient results for many specific noninteractive tasks. For instance, solutions for the shortest paths and spanning tree problems take O(D) to stabilize, an improvement over the previous best time of O(D/sup 2/).	FOCS	theory
929	FOCS	Approximate Representation Theory of Finite Groups	László Babai,Katalin Friedl	1991	The asymptotic stability and complexity of floating point manipulation of representations of a finite group G are considered, especially splitting them into irreducible constituents and deciding their equivalence. Using rapid mixing estimates for random walks, the authors analyze a classical algorithm by J. Dixon (1970). They find that both its stability and complexity critically depend on the diameter d=diam(G,S) (S is the set that generates G). They propose a worst-case speedup by using Erdos-Renyi generators and modifying the Dixon averaging method. The overall effect in asymptotic complexity is a guaranteed (n log mod G mod )/sup O(1)/ running time.	FOCS	theory
930	FOCS	On-line Scheduling in the Presence of Overload	Sanjoy K. Baruah,Gilad Koren,Bhubaneswar Mishra,Arvind Raghunathan,Louis E. Rosier,Dennis Shasha	1991	The preemptive scheduling of sporadic tasks on a uniprocessor is considered. A task may arrive at any time, and is characterized by a value that reflects its importance, an execution time that is the amount of processor time needed to completely execute the task, and a deadline by which the task is to complete execution. The goal is to maximize the sum of the values of the completed tasks. An online scheduling algorithm that achieves optimal performance when the system is underloaded and provides a nontrivial performance guarantee when the system is overloaded is designed. The algorithm is implemented using simple data structures to run at a cost of O(log n) time per task, where n bounds the number of tasks in the system at any instant. Upper bounds on the best performance guarantee obtainable by an online algorithm in a variety of settings are derived.	FOCS	theory
931	FOCS	Languages that Are Easier than their Proofs	Richard Beigel,Mihir Bellare,Joan Feigenbaum,Shafi Goldwasser	1991	Languages in NP are presented for which it is harder to prove membership interactively than it is to decide this membership. Similarly, languages where checking is harder than computing membership are presented. Under assumptions about triple-exponential time, incoherent sets in NP are constructed. Without any assumptions, incoherent sets are constructed in DSPACE (n to the log n), yielding the first uncheckable and non-random-self-reducible sets in that space.	FOCS	theory
932	FOCS	On ACC	Richard Beigel,Jun Tarui	1991	It has been shown by A. Yao (1990) that every language in ACC is recognized by a sequence of depth-2 probabilistic circuits with a symmetric gate at the root and n/sup polylog/(n) AND gates of fan-in polylog (n) at the leaves. The authors simplify Yao's proof and strengthen his results: every language in ACC is recognized by a sequence of depth-2 deterministic circuits with a symmetric gate at the root and n/sup polylog/(n) AND gates of fan-in polylog(n) at the leaves. They also analyze and improve modulus-amplifying polynomials constructed by S. Toda (1989) and Yao: this yields smaller circuits in Yao's and the present results on ACC.	FOCS	theory
933	FOCS	Lower Bounds for Data Structure Problems on RAMs (Extended Abstract)	Amir M. Ben-Amram,Zvi Galil	1991	A technique is described for deriving lower bounds and tradeoffs for data structure problems. Two quantities are defined. The output variability depends only on the model of computation. It characterizes in some sense the power of a model. The problem variability depends only on the problem under consideration. It characterizes in some sense the difficulty of the problem. The first theorem states that if a model's output variability is smaller than the problem variability, a lower bound on the worst case (average case) time for the problem follows. A RAM that can add, subtract and compare unbounded integers is considered. The second theorem gives an upper bound on the output variability of this model. The two theorems are used to derive lower bounds for the union-find problem in this RAM.	FOCS	theory
934	FOCS	Computing Sums of Radicals in Polynomial Time	Johannes Blömer	1991	For a certain sum of radicals the author presents a Monte Carlo algorithm that runs in polynomial time to decide whether the sum is contained in some number field Q( alpha ), and, if so, its coefficient representation in Q( alpha ) is computed. As a special case the algorithm decides whether the sum is zero. The main algorithm is based on a subalgorithm which is of interest in its own right. This algorithm uses probabilistic methods to check for an element beta of an arbitrary (not necessarily) real algebraic number field Q( alpha ) and some positive rational integer r whether there exists an rth root of beta in Q( alpha ).	FOCS	theory
